Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
622 S. CONCORD ST.,DAVENPORT,IA,52802,41.51295,-90.6228,1,947870
1934 W. 5TH ST.,DAVENPORT,IA,52802,41.52466,-90.6057,1,947871
4515 N. FAIRMOUNT ST.,DAVENPORT,IA,52806,41.56633,-90.6293,1,947872
2002 N. CLARK ST.,DAVENPORT,IA,52804,41.53971,-90.6228,1,947873
5506 N. PINE ST.,DAVENPORT,IA,52806,41.57721,-90.6103,1,947874
7307 PACIFIC ST.,DAVENPORT,IA,52806,41.59387,-90.6045,1,947875
1926 W. 4TH ST.,DAVENPORT,IA,52802,41.52356,-90.6056,1,947876
1221 N. MYRTLE ST.,DAVENPORT,IA,52804,41.5319,-90.5888,1,947877
1702 N. MAIN ST.,DAVENPORT,IA,52803,41.53714,-90.5757,1,947878
1027 N. MARQUETTE ST.,DAVENPORT,IA,52804,41.53012,-90.5914,1,947879
3040 N. DIVISION ST.,DAVENPORT,IA,52804,41.55237,-90.6009,1,947880
3040 N. DIVISION ST.,DAVENPORT,IA,52804,41.55237,-90.6009,1,947881
2100 N. RIPLEY ST.,DAVENPORT,IA,52803,41.54081,-90.5785,1,947882
2100 N. RIPLEY ST.,DAVENPORT,IA,52803,41.54081,-90.5785,1,947883
1608 E. LOCUST ST.,DAVENPORT,IA,52803,41.53849,-90.5521,1,947884
1702 N. MAIN ST.,DAVENPORT,IA,52803,41.53714,-90.5757,1,947885
116 E LOCUST ST.,DAVENPORT,IA,52803,41.53842,-90.5738,1,947886
1120 MAIN ST,DAVENPORT,IA,52803,41.53087,-90.5757,0.9,947887
1716 KENWOOD AVE.,DAVENPORT,IA,52803,41.53664,-90.536,1,947888
2827 JERSEY RIDGE RD,DAVENPORT,IA,52803,41.54837,-90.5416,1,947889
1414 E. LOCUST ST.,DAVENPORT,IA,52803,41.53847,-90.5555,1,947890
1120 MAIN ST.,DAVENPORT,IA,52803,41.53087,-90.5757,0.9,947891
626 W. 53RD ST.,DAVENPORT,IA,52806,41.5747,-90.581,1,947892
3029 N. DIVISION ST.,DAVENPORT,IA,52804,41.55113,-90.6007,1,947893
902 E. 29TH ST.,DAVENPORT,IA,52803,41.54936,-90.5621,1,947894
626 W. 53RD ST.,DAVENPORT,IA,52806,41.5747,-90.581,1,947895
7307 PACIFIC ST.,DAVENPORT,IA,52806,41.59387,-90.6045,1,947896
5506 N. PINE ST.,DAVENPORT,IA,52806,41.57721,-90.6103,1,947897
1032 W. 53RD ST.,DAVENPORT,IA,52806,41.57467,-90.5878,1,947898
1032 W. 53RD ST.,DAVENPORT,IA,52806,41.57467,-90.5878,1,947899
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,1593753
400 S. 16TH AVE.,ELDRIDGE,IA,52748,41.65128,-90.5649,1,947900
400 S. 16TH AVE.,ELDRIDGE,IA,52748,41.65128,-90.5649,1,947911
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947901
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947903
316 S. 12TH ST.,LE CLAIRE,IA,52753,41.5966,-90.3583,0.6,1593754
316 S. 12TH ST.,LE CLAIRE,IA,52753,41.5966,-90.3583,0.6,1593755
2100 TERRITORIAL RD,LE CLAIRE,IA,52753,41.61199,-90.3664,1,1593756
121 S. 5TH ST.,ELDRIDGE,IA,52748,41.6545,-90.5881,1,1593757
502 S 5TH ST,ELDRIDGE,IA,52748,41.65042,-90.5884,1,1593758
502 S. 5TH ST.,ELDRIDGE,IA,52748,41.65042,-90.5884,1,1593759
500 LOST GROVE RD.,PRINCETON,IA,52768,41.67715,-90.3457,1,947906
No data,No data,IA,,42.28192,-94.1108,1,947905
2125 DEVILS GLEN RD,BETTENDORF,IA,,41.5455,-90.4836,1,947907
545 E. JAMES ST.,WALCOTT,IA,52773,41.58763,-90.7669,0.9,947909
121 S. 5TH ST.,ELDRIDGE,IA,52748,41.6545,-90.5881,1,947910
4212 MAIN ST,ELK HORN,IA,51531,41.5923,-95.0601,1,947915
706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947919
706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947920
706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947921
706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947913
1901 HAWKEYE AVE,HARLAN,IA,51537,41.63947,-95.3334,1,947916
106 STATE ST,KIRKMAN,IA,51447,41.72862,-95.2644,1,947917
500 EAST STREET,SHELBY,IA,51570,41.51625,-95.4501,1,947918
212 2ND STREET,EARLING,IA,51530,41.77544,-95.417,1,947914
605 10TH ST,ALTON,IA,51003,42.98864,-96.0143,1,947922
112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947926
714 MAIN ST,BOYDEN,IA,51234,43.18946,-96.0058,1,947927
1198 CENTRAL AVE,HAWARDEN,IA,51023,42.99893,-96.4851,1,947929
1408 MAIN ST,HULL,IA,51239,43.19174,-96.1339,0.9,947930
112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947931
105 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00598,-96.0564,1,947932
1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,947933
1198 CENTRAL AVE,HAWARDEN,IA,51023,42.99893,-96.4851,1,947934
1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,1593760
1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,1593761
112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947939
770 7TH ST NE,SIOUX CENTER,IA,51250,43.08451,-96.1642,1,1593762
770 7TH ST NE,SIOUX CENTER,IA,51250,43.08451,-96.1642,1,1593763
102 S MAIN AVE,SIOUX CENTER,IA,51250,43.07701,-96.1753,1,1593764
105 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00598,-96.0564,1,1593765
3521 JEWEL DR,AMES,IA,50010,41.99018,-93.6014,1,947941
2508 MORTENSEN RD,AMES,IA,50014,42.01172,-93.6493,1,947952
1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947963
520 SIXTH STREET,AMES,IA,50010,42.03788,-93.6003,0.33,947974
300 20TH ST,AMES,IA,50010,42.04084,-93.6143,1,947979
1900 CENTER DR,AMES,IA,50011,42.02403,-93.6365,0.33,947980
1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947981
1235 20TH ST,AMES,IA,50010,42.0422,-93.6263,1,947982
1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947983
312 GRETTEN ST,GILBERT,IA,50105,42.10099,-93.6397,1,947942
3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947943
3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947944
3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947945
820 MILLER AVE,AMES,IA,50014,42.01547,-93.6854,1,947946
4316 ONTARIO ST,AMES,IA,50014,42.03447,-93.6781,1,947947
1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947948
1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947949
2229 LINCOLN WAY,AMES,IA,50014,42.02378,-93.6455,1,947950
2229 LINCOLN WAY,AMES,IA,50014,42.02378,-93.6455,1,947951
1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947953
219 MAIN ST,COLLINS,IA,50055,41.90156,-93.3051,1,947954
201 EAST MATHEWS DR,GILBERT,IA,50105,42.1068,-93.6363,1,947955
1420 S. BELL AVENUE,AMES,IA,50010,42.00968,-93.5745,1,947956
206 S. MAIN ST,ROLAND,IA,50236,42.16437,-93.5004,1,947957
515 N MAIN AVE,HUXLEY,IA,50124,41.89856,-93.6071,1,947958
81 MAIN ST,MAXWELL,IA,50161,41.8872,-93.3993,1,947959
1009 STORY ST,STORY CITY,IA,50248,42.18814,-93.5895,1,947960
101 E MAIN ST,ZEARING,IA,50278,42.16077,-93.2971,1,947961
56461 180TH ST,AMES,IA,50010,42.09235,-93.5798,1,947962
1001 15TH ST,NEVADA,IA,50201,42.02268,-93.4378,1,947964
925 H AVE,NEVADA,IA,50201,42.01966,-93.4474,1,947965
220 H AVE,NEVADA,IA,50201,42.01813,-93.4573,1,947966
825 15TH ST,NEVADA,IA,50201,42.01956,-93.4399,1,947967
1035 15TH ST,NEVADA,IA,50201,42.02104,-93.4398,1,947968
919 WEST ST,COLO,IA,50056,42.00976,-93.3191,1,947969
701 BALLARD DR,HUXLEY,IA,50124,41.90609,-93.6163,0.33,947970
1001 15TH ST,NEVADA,IA,50201,42.02268,-93.4378,1,947971
919 WEST ST,COLO,IA,50056,42.00976,-93.3191,1,947972
105 E MAIN,SLATER,IA,50244,41.88387,-93.6765,1,947973
1009 STORY ST,STORY CITY,IA,50248,42.18814,-93.5895,1,947975
225 WATER ST,CAMBRIDGE,IA,50046,41.89854,-93.5291,1,947976
400 LATROBE,MCCALLSBURG,IA,50154,42.1642,-93.391,1,947977
3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947978
600 3RD ST,GARWIN,IA,50632,42.09119,-92.6756,1,947987
214 MAIN ST,CLUTIER,IA,52217,42.07781,-92.4039,1,1593767
505 WEST ST,DYSART,IA,52224,42.16968,-92.3143,1,947985
1611 COUNTRY CLUB DR,TAMA,IA,52339,41.9711,-92.5863,0.6,1593766
110 MAIN ST,LINCOLN,IA,50652,42.26297,-92.6913,1,947988
102 E ELM ST,MONTOUR,IA,50173,41.98094,-92.7134,0.9,1593768
349 MESKWAKI RD,TAMA,IA,52339,41.99117,-92.6554,1,947990
110 MAIN ST,LINCOLN,IA,50652,42.26297,-92.6913,1,947991
605 WALNUT ST,TRAER,IA,50675,42.188,-92.4676,1,947992
201 DUDLEY ST,CHELSEA,IA,52215,41.91742,-92.3938,1,947993
1611 COUNTRY CLUB DR,TAMA,IA,52339,41.9711,-92.5863,0.6,1593769
421 JOHNSTON ST,GLADBROOK,IA,50635,42.1868,-92.7138,1,947994
206 E HIGH ST,TOLEDO,IA,52342,41.99543,-92.5756,1,1939115
206 E HIGH ST,TOLEDO,IA,52342,41.99543,-92.5756,1,1986594
106 MAIN ST,ELBERON,IA,52225,42.00712,-92.317,1,947999
405 DIVISION ST,BLOCKTON,IA,50836,40.61429,-94.4797,0.9,948003
210 E DALLAS ST,LENOX,IA,50851,40.87486,-94.5561,1,948004
304 MAIN ST,GRAVITY,IA,50848,40.75711,-94.7448,0.9,1593773
512 MAIN ST,NEW MARKET,IA,51646,40.72976,-94.8995,1,948005
210 E DALLAS ST.,LENOX,IA,50851,40.87486,-94.5561,1,1593774
906 PENNSYLVANIA ST,BEDFORD,IA,50833,40.6705,-94.7227,1,1593772
906 PENNSYLVANIA ST,BEDFORD,IA,50833,40.6705,-94.7227,1,1593771
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830,41.02427,-94.1808,1,948008
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830,41.02427,-94.1808,1,948009
601 W TOWNLINE ST,CRESTON,IA,50801,41.07091,-94.3683,1,948014
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830,41.02427,-94.1808,1,948015
805 ACADEMIC AVE,CRESTON,IA,50801,41.0499,-94.3471,0.33,948010
601 W TOWNLINE ST,CRESTON,IA,50801,41.07091,-94.3683,1,948013
601 W TOWNLINE ST,CRESTON,IA,50801,41.07091,-94.3683,1,948011
601 W TOWNLINE ST,CRESTON,IA,50801,41.07091,-94.3683,1,948012
110 N. CROSS ST.,BIRMINGHAM,IA,52535,40.87919,-91.9458,1,948016
103 MAIN ST.,BONAPARTE,IA,52620,40.70269,-91.8024,0.6,948017
104 W. 3RD ST.,CANTRIL,IA,52542,40.64338,-92.0709,0.6,948018
14574 JEFFERSON ST.,DOUDS,IA,52551,40.83381,-92.0899,1,948019
203 ELM ST.,FARMINGTON,IA,52626,40.64044,-91.743,1,948020
406 DODGE ST.,KEOSAUQUA,IA,52565,40.73281,-91.9632,1,948021
301 E. OAK ST.,MILTON,IA,52570,40.67334,-92.1584,1,948022
406 DODGE ST.,KEOSAUQUA,IA,52565,40.73281,-91.9632,1,948023
407 WILSON ST.,BLAKESBURG,IA,52536,40.95989,-92.6389,0.5,948024
150-100 HAZEL ST.,AGENCY,IA,52530,40.99492,-92.3067,1,948310
1301 BURDAN ST.,EDDYVILLE,IA,52553,41.16127,-92.6265,0.6,948027
101 W. 4TH ST.,OTTUMWA,IA,52501,41.08442,-92.5288,1,948026
1301 BURDAN ST.,EDDYVILLE,IA,52553,41.16127,-92.6265,0.6,948025
2624 MARILYN RD.,OTTUMWA,IA,52501,41.05774,-92.4125,1,1655035
655 INDIAN HILLS DR.,OTTUMWA,IA,52501,41.04925,-92.3972,0.6,948028
307 W. MARY ST.,OTTUMWA,IA,52501,40.99463,-92.4277,1,948029
2624 MARILYN RD.,OTTUMWA,IA,52501,41.05774,-92.4125,1,948030
1305 E. MARY ST.,OTTUMWA,IA,52501,40.99468,-92.406,0.9,948031
1102 E 4TH ST,OTTUMWA,IA,52501,41.01497,-92.3992,0.8,948032
812 CHESTER AVE,OTTUMWA,IA,52501,41.00368,-92.4338,1,948041
1523 N COURT ST,OTTUMWA,IA,52501,41.03688,-92.4062,1,948033
2814 N COURT,OTTUMWA,IA,52501,41.04986,-92.408,1,948034
1001 N BENTON ST,OTTUMWA,IA,52501,41.03125,-92.4194,1,948035
102 CHURCH ST.,OTTUMWA,IA,52501,41.01373,-92.415,1,948036
205 N. JAMES ST.,OTTUMWA,IA,52501,41.00355,-92.415,1,948037
307 W MARY ST,OTTUMWA,IA,52501,40.99463,-92.4277,1,948038
50 TRAXLER DR,OTTUMWA,IA,52501,41.03093,-92.4098,0.33,948039
50 TRAXLER DR.,OTTUMWA,IA,52501,41.03093,-92.4098,0.33,948040
655 INDIAN HILLS DR.,OTTUMWA,IA,52501,41.04925,-92.3972,0.6,948042
608 W ELM ST,ELDON,IA,52554,40.91921,-92.2244,1,948043
430 SCHOOL ST,CARLISLE,IA,50047,41.49808,-93.4899,1,948045
430 SCHOOL ST,CARLISLE,IA,50047,41.49808,-93.4899,1,1593776
113 MAIN ST,MILO,IA,50166,41.28738,-93.4394,1,948046
1201 NORTH AVE,NORWALK,IA,50211,41.47389,-93.6718,1,1593777
2300 R62 HWY,NORWALK,IA,50211,41.44207,-93.6677,0.33,1593779
8383 RIDGEVIEW DR,DES MOINES,IA,50320,41.50397,-93.6119,1,1593778
13015 SCOTCH RIDGE RD,CARLISLE,IA,50047,41.47275,-93.5584,0.6,948047
1304 E 1ST AVE,INDIANOLA,IA,50125,41.35923,-93.5457,1,1593780
1304 E 1ST AVE,INDIANOLA,IA,50125,41.35923,-93.5457,1,948049
701 N C ST,INDIANOLA,IA,50125,41.3673,-93.565,1,948050
701 N C ST,INDIANOLA,IA,50125,41.3673,-93.565,1,948051
1304 E 1ST AVE,INDIANOLA,IA,50125,41.35923,-93.5457,1,948052
630 N C ST,INDIANOLA,IA,50125,41.3647,-93.5649,1,1833337
1306 W SALEM AVE,INDIANOLA,IA,50125,41.36056,-93.5784,1,1833338
1306 W SALEM AVE,INDIANOLA,IA,50125,41.36056,-93.5784,1,1833339
390 BURLINGTON AVE,MARTENSDALE,IA,50160,41.37461,-93.7387,1,948054
390 BURLINGTON AVE,MARTENSDALE,IA,50160,41.37461,-93.7387,1,948053
16331 TYLER ST,LIBERTY CENTER,IA,50145,41.20483,-93.4993,0.6,948055
8020 KENNEDY ST,INDIANOLA,IA,50125,41.35441,-93.6564,1,1593781
1201 NORTH AVE,NORWALK,IA,50211,41.47389,-93.6718,1,948058
4380 WAKONDA DR,NORWALK,IA,50211,41.49963,-93.6749,1,1593782
1201 NORTH AVE,NORWALK,IA,50211,41.47389,-93.6718,1,1593783
1201 NORTH AVE,NORWALK,IA,50211,41.47389,-93.6718,1,1593784
113 MAIN ST,MILO,IA,50166,41.28738,-93.4394,1,1593785
19397 G24 HWY,CARLISLE,IA,50047,41.4362,-93.4072,0.6,948062
500 N VINE STREET,HARTFORD,IA,50118,41.46336,-93.403,1,948063
10804 G76 HWY,NEW VIRGINIA,IA,50210,41.18222,-93.7288,0.33,1991141
199 1ST ST,ACKWORTH,IA,50001,41.36723,-93.473,1,948065
503 WEST ST,NEW VIRGINIA,IA,50210,41.18221,-93.7304,1,948066
519 N WASHINGTON ST,LACONA,IA,50139,41.19351,-93.3839,1,948067
15565 118TH AVE,INDIANOLA,IA,50125,41.29861,-93.5824,1,948068
835 PARK ST.,AINSWORTH,IA,52201,41.29255,-91.56,1,948069
100 E. WASHINGTON ST.,BRIGHTON,IA,52540,41.17481,-91.8213,1,1593793
713 F AVE.,KALONA,IA,52247,41.48709,-91.7047,1,948074
220 SCHNOEBELEN ST.,RIVERSIDE,IA,52327,41.48453,-91.5719,1,948330
1015 S. IOWA AVE.,WASHINGTON,IA,52353,41.28863,-91.6919,1,948080
115 W. WASHINGTON BLVD.,WASHINGTON,IA,52353,41.29821,-91.6918,1,948077
606 S. 4TH AVE.,WASHINGTON,IA,52353,41.29465,-91.6879,1,948079
821 N. 4TH AVE.,WASHINGTON,IA,52353,41.30614,-91.6884,1,948078
525 13TH ST.,WELLMAN,IA,52356,41.47445,-91.8347,1,948331
510 MAIN ST.,WEST CHESTER,IA,52359,41.33678,-91.8124,1,948076
106 N. CENTRAL AVE.,ALLERTON,IA,50008,40.70658,-93.365,1,948332
607 S. WEST ST.,CORYDON,IA,50060,40.75225,-93.3217,1,948333
111 N. EATON ST.,HUMESTON,IA,50123,40.85929,-93.4982,0.7,948334
100 S. PARK AVE.,SEYMOUR,IA,52590,40.6816,-93.1164,1,948335
150 2ND ST SE,BADGER,IA,50516,42.61386,-94.1455,1,1593794
505 THOMAS ST,CALLENDER,IA,50523,42.36157,-94.2933,1,948106
510 FOLGER ST.,DUNCOMB,IA,50532,42.4698,-93.9959,1,948105
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,1593795
104 1ST ST NE,DAYTON,IA,50530,42.26251,-94.0671,1,948311
203 N HOOD ST,CLARE,IA,50524,42.58846,-94.3439,1,948107
1 TRITON CIR,FORT DODGE,IA,50501,42.49102,-94.1999,1,948108
22770 OLD HWY 169,FORT DODGE,IA,50501,42.45982,-94.1985,1,948109
819 N 25TH ST,FORT DODGE,IA,50501,42.51385,-94.1644,1,948092
819 N 25TH ST,FORT DODGE,IA,50501,42.51385,-94.1644,1,948093
819 N 25TH ST,FORT DODGE,IA,50501,42.51385,-94.1644,1,948094
819 N 25TH ST,FORT DODGE,IA,50501,42.51385,-94.1644,1,948095
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,948096
731 EXPOSITION DRIVE,FORT DODGE,IA,50501,42.51519,-94.1916,0.9,948097
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,948098
420 KENYON RD,FORT DODGE,IA,50501,42.48752,-94.1979,1,948099
308 CENTRAL AVE,FORT DODGE,IA,50501,42.50438,-94.1934,1,948100
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,948101
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,948102
800 N 32ND ST,FORT DODGE,IA,50501,42.49643,-94.1485,0.7,948103
416 3RD STREET WEST,MOORLAND,IA,50566,42.43986,-94.2965,1,948110
1206 MARKET ST,GOWRIE,IA,50543,42.28066,-94.2914,1,948111
416 EAST ST,BARNUM,IA,50518,42.50803,-94.3638,1,948112
113 N ASH,HARCOURT,IA,50544,42.26654,-94.1767,1,948113
102 S 1ST ST,VINCENT,IA,50594,42.26151,-94.0672,0.6,948115
220 RAKE ST,OTHO,IA,50569,42.42227,-94.1491,1,1593796
114 MAIN ST,LEHIGH,IA,50557,42.35974,-94.052,1,948119
510 FOLGER ST.,DUNCOMB,IA,50532,42.4698,-93.9959,1,1593797
111 3RD AVENUE NW,BUFFALO CENTER,IA,50424,43.38809,-93.9481,1,1593798
102 S 4TH AVE E,LAKE MILLS,IA,50450,43.41556,-93.5317,1,948313
121 MAIN STREET,SCARVILLE,IA,50473,43.47036,-93.6172,1,948314
106 SOUTH 6TH STREET,FOREST CITY,IA,50436,43.26296,-93.6397,1,948318
106 SOUTH 6TH STREET,FOREST CITY,IA,50436,43.26296,-93.6397,1,948315
106 SOUTH 6TH STREET,FOREST CITY,IA,50436,43.26296,-93.6397,1,948316
106 SOUTH 6TH STREET,FOREST CITY,IA,50436,43.26296,-93.6397,1,948317
102 JACKSON ST N,THOMPSON,IA,50478,43.37151,-93.7711,1,948319
146 S 9TH ST,FOREST CITY,IA,50436,43.26324,-93.6437,1,948321
316 WALNUT ST,LELAND,IA,50453,43.33571,-93.6375,1,948322
3495 N WINN RD,DECORAH,IA,52101,43.44223,-91.8096,1,948120
303 3RD ST NW,FORT ATKINSON,IA,52144,43.36995,-92.1197,0.6,1593800
202 WINNEBAGO ST,DECORAH,IA,52101,43.30235,-91.787,1,1593801
806 RIVER ST,DECORAH,IA,52101,43.29672,-91.7897,1,948129
100 CLAIBORNE DR,DECORAH,IA,52101,43.30534,-91.7896,1,948131
405 WINNEBAGO ST,DECORAH,IA,52101,43.30097,-91.7872,1,948122
700 COLLEGE DR,DECORAH,IA,52101,43.31436,-91.801,1,948130
700 COLLEGE DR,DECORAH,IA,52101,43.31436,-91.801,1,948132
1625 IA-50,CALMAR,IA,52132,43.16876,-91.8677,0.33,948121
123 W MAIN ST,OSSIAN,IA,52161,43.14604,-91.7662,1,948133
690 COUNTY ST,RIDGEWAY,IA,52165,43.29674,-91.991,0.8,1593799
3303 REBECCA ST,SIOUX CITY,IA,51104,42.53184,-96.4242,0.6,948134
4600 HAMILTON BLVD,SIOUX CITY,IA,51104,42.54834,-96.4066,1,948143
315 HAMILTON BLVD,SIOUX CITY,IA,51103,42.49948,-96.4213,1,948144
2801 JACKSON ST,SIOUX CITY,IA,51104,42.51956,-96.4023,1,948145
608 NEBRASKA ST,SIOUX CITY,IA,51101,42.49644,-96.4033,1,948146
1807 NEBRASKA ST,SIOUX CITY,IA,51105,42.5092,-96.4038,1,948147
4100 OUTER DR N,SIOUX CITY,IA,51108,42.54088,-96.3908,0.6,948148
1424 27TH ST,SIOUX CITY,IA,51104,42.5174,-96.3924,1,948149
3040 JONES STREET,SIOUX CITY,IA,51104,42.52263,-96.4007,1,948150
4400 CENTRAL ST,SIOUX CITY,IA,51106,42.54494,-96.3615,0.9,948151
2101 OUTER DR,SIOUX CITY,IA,51104,42.54085,-96.3826,0.8,948152
1717 CASSELMAN ST,SIOUX CITY,IA,51103,42.50782,-96.4435,1,948135
600 COURT ST,SIOUX CITY,IA,51106,42.49624,-96.3964,0.9,948153
4101 STONE AVE,SIOUX CITY,IA,51106,42.47939,-96.3545,1,948154
4327 MORNINGSIDE AVE,SIOUX CITY,IA,51106,42.47071,-96.3512,1,948155
1501 MORNINGSIDE AVE,SIOUX CITY,IA,51106,42.47548,-96.3588,1,948156
3601 BUSHNELL AVE,SIOUX CITY,IA,51106,42.46366,-96.3609,1,948157
3625 GARRETSON AVE,SIOUX CITY,IA,51106,42.47254,-96.3611,1,948158
5401 LORRAINE AVE,SIOUX CITY,IA,51106,42.45895,-96.3375,1,948159
5200 GLENN AVE,SIOUX CITY,IA,51106,42.46556,-96.3393,1,948160
3038 S. LAKEPORT ST,SIOUX CITY,IA,51106,42.45628,-96.3457,1,948161
208 PORT NEAL RD,SERGEANT BLUFF,IA,51054,42.39897,-96.3553,1,948162
2000 MILITARY RD,SIOUX CITY,IA,51103,42.51501,-96.4342,1,948136
201 PORT NEAL RD,SERGEANT BLUFF,IA,51056,42.3997,-96.3555,0.9,948163
317 TIPTON ST,SALIX,IA,51052,42.30613,-96.2877,1,948164
27 WASHINGTON ST,OTO,IA,51044,42.28665,-95.8939,1,948165
321 4TH ST,PIERSON,IA,51048,42.5474,-95.8698,1,948166
916 HACKABERRY ST,CORRECTIONVILLE,IA,51016,42.47986,-95.7807,1,948167
408 S 4TH ST,MOVILLE,IA,51039,42.48222,-96.0692,1,948168
100 TARA WAY,LAWTON,IA,51030,42.47868,-96.1746,0.6,948169
113 W 1ST ST,BRONSON,IA,51007,42.40937,-96.2155,1,948170
428 EVANS ST,SLOAN,IA,51055,42.23284,-96.2279,1,948171
400 MAIN ST,HORNICK,IA,51026,42.2365,-95.7218,0.8,948172
313 COOK DR,SIOUX CITY,IA,51103,42.49869,-96.4191,0.5,948137
110 W DIVISION ST,ANTHON,IA,51004,42.38537,-95.8691,1,948173
201 MAIN ST,DANBURY,IA,51019,42.23455,-95.7218,1,948174
110 W HICKORY ST,SMITHLAND,IA,51056,42.22794,-95.9306,0.9,948175
110 W DIVISION ST,ANTHON,IA,51004,42.38537,-95.8691,1,948176
916 HACKBERRY ST,CORRECTIONVILLE,IA,51016,42.47986,-95.7807,1,948177
2303 RIVERSIDE BLVD,SIOUX CITY,IA,51109,42.51869,-96.4754,1,948138
2200 W 19TH,SIOUX CITY,IA,51103,42.50999,-96.437,1,948139
1114 W. 27TH STREET,SIOUX CITY,IA,51103,42.51762,-96.4214,1,948140
1623 REBECCA ST,SIOUX CITY,IA,51103,42.50742,-96.4256,1,948141
406 12TH ST,SIOUX CITY,IA,51103,42.50274,-96.4064,0.9,948142
202 6TH AVE,GRAFTON,IA,50440,43.3279,-93.0653,0.6,948178
201 FRANKE ST,JOICE,IA,50446,43.36156,-93.454,1,948180
207 5TH ST,KENSETT,IA,50448,43.35425,-93.208,1,948181
3494 EAGLE AVE,HANLONTOWN,IA,50444,43.28574,-93.4184,0.6,948182
1200 1ST AVE N,NORTHWOOD,IA,50459,43.44499,-93.2146,1,948186
3494 EAGLE AVE,FERTILE,IA,50434,43.27003,-93.4185,1,948183
106 S BROADWAY ST,MANLY,IA,50456,43.28655,-93.2013,1,948179
411 10TH AVE NE,BELMOND,IA,50421,42.84949,-93.6035,1,948188
300 3RD AVE NE,CLARION,IA,50525,42.7346,-93.7288,1,1593802
300 3RD AVE NE,CLARION,IA,50525,42.7346,-93.7288,1,948190
114 W ELLSWORTH ST,DOWS,IA,50071,42.65666,-93.5018,1,1593803
1015 NW 2ND ST,EAGLE GROVE,IA,50533,42.66633,-93.9154,1,948192
1015 NW 2ND ST,EAGLE GROVE,IA,50533,42.66633,-93.9154,1,948193
1015 NW 2ND ST,EAGLE GROVE,IA,50533,42.66633,-93.9154,1,948194
1015 NW 2ND ST,EAGLE GROVE,IA,50533,42.66633,-93.9154,1,948195
502 N MAIN ST,GOLDFIELD,IA,50542,42.7355,-93.9207,1,1593804
102 MCARTHUR ST,WOOLSTOCK,IA,50599,42.56647,-93.8439,1,1593805
